A,B,C,D,E,F
8571,299,259,354,105846,1694
8572,159,204,259,41181,1226
8573,302,268,346,104492,1646
8574,348,331,282,98136,1320
8575,167,146,310,51770,1556
8576,54,103,366,19764,1730
8577,413,395,330,136290,1679
8578,342,300,331,113202,1554
8579,274,312,204,55896,1015
8580,144,130,274,39456,1289
8581,364,387,361,131404,1789
8582,458,412,228,104424,1180
8583,284,286,287,81508,1444
8584,374,331,225,84150,1103
8585,422,373,344,145168,1624
8586,345,302,262,90390,1224
8587,381,374,361,137541,1747
8588,472,482,235,110920,1105
8589,45,88,392,17640,1973
8590,434,433,301,130634,1455
8591,342,360,330,112860,1663
8592,217,262,268,58156,1294
8593,409,419,242,98978,1177
8594,446,448,397,177062,1908
8595,397,357,317,125849,1511
8596,244,207,398,97112,1992
8597,406,391,286,116116,1420
8598,64,43,271,17344,1249
8599,69,74,336,23184,1592
8600,84,90,277,23268,1414
8601,179,216,200,35800,996
8602,449,451,394,176906,1855
8603,92,125,249,22908,1174
8604,383,336,294,112602,1481
8605,244,290,376,91744,1813
8606,140,90,354,49560,1790
8607,173,168,200,34600,920
8608,236,278,345,81420,1655
8609,259,225,365,94535,1735
8610,76,112,336,25536,1707
8611,44,1,353,15532,1686
8612,210,203,274,57540,1267
8613,233,230,389,90637,1983
8614,167,126,390,65130,1926
8615,438,393,345,151110,1702
8616,473,491,307,145211,1449
8617,168,141,268,45024,1229
8618,349,398,300,104700,1482
8619,431,392,388,167228,1979
8620,449,474,385,172865,1819
8621,317,302,319,101123,1545
8622,492,463,399,196308,1898
8623,215,193,233,50095,1150
8624,87,47,370,32190,1746
8625,338,381,379,128102,1845
8626,56,15,343,19208,1710
8627,86,89,388,33368,1862
8628,296,306,319,94424,1605
8629,118,152,256,30208,1310
8630,253,272,339,85767,1624
8631,468,494,277,129636,1368
8632,186,207,383,71238,1912
8633,154,197,398,61292,2013
8634,118,78,339,40002,1592
8635,261,307,318,82998,1571
8636,441,428,279,123039,1287
8637,17,62,224,3808,1037
8638,450,413,376,169200,1846
8639,323,363,221,71383,1119
8640,96,48,377,36192,1903
8641,154,150,216,33264,999
8642,437,450,361,157757,1844
8643,434,471,379,164486,1780
8644,474,468,315,149310,1468
8645,107,57,256,27392,1311
8646,353,309,207,73071,1049
8647,479,515,243,116397,1176
8648,360,364,223,80280,1001
8649,60,44,257,15420,1188
8650,8,37,395,3160,1890
8651,276,251,363,100188,1767
8652,450,400,353,158850,1761
8653,309,332,332,102588,1541
8654,273,271,229,62517,1176
8655,216,186,315,68040,1601
8656,487,529,353,171911,1749
8657,37,23,269,9953,1269
8658,459,474,208,95472,934
8659,39,66,252,9828,1222
8660,458,409,251,114958,1153
8661,344,348,378,130032,1773
8662,467,421,394,183998,1922
8663,218,262,342,74556,1715
8664,96,115,343,32928,1754
8665,271,267,232,62872,1051
8666,363,331,311,112893,1516
8667,258,240,244,62952,1246
8668,73,94,216,15768,985
8669,124,152,340,42160,1674
8670,383,366,270,103410,1323
8671,171,187,235,40185,1158
8672,24,42,264,6336,1299
8673,307,307,318,97626,1519
8674,301,292,247,74347,1253
8675,288,239,293,84384,1401
8676,248,251,308,76384,1479
8677,374,404,390,145860,1870
8678,361,374,290,104690,1394
8679,351,311,205,71955,993
8680,397,380,280,111160,1419
8681,293,289,219,64167,1090
8682,409,391,358,146422,1804
8683,487,531,386,187982,1897
8684,198,198,272,53856,1255
8685,298,343,368,109664,1831
8686,174,189,396,68904,1979
8687,95,51,326,30970,1639
8688,174,148,218,37932,1118
8689,451,480,317,142967,1519
8690,415,405,299,124085,1526
8691,236,227,200,47200,995
8692,224,229,345,77280,1719
8693,395,367,340,134300,1736
8694,245,282,352,86240,1770
8695,78,113,346,26988,1766
8696,350,396,374,130900,1877
8697,63,41,349,21987,1632
8698,435,477,292,127020,1354
8699,122,89,347,42334,1726
8700,73,45,354,25842,1685
8701,277,317,235,65095,1120
8702,483,441,365,176295,1815
8703,279,265,318,88722,1493
8704,200,218,307,61400,1523
8705,496,542,398,197408,1971
8706,265,238,307,81355,1428
8707,418,461,293,122474,1483
8708,381,431,292,111252,1494
8709,120,165,347,41640,1760
8710,378,345,210,79380,979
8711,317,336,370,117290,1784
8712,491,511,226,110966,1083
8713,310,264,358,110980,1769
8714,219,234,293,64167,1466
8715,441,470,275,121275,1311
8716,175,219,360,63000,1801
8717,314,336,348,109272,1621
8718,427,416,385,164395,1873
8719,482,516,221,106522,1007
8720,398,418,366,145668,1818
8721,166,139,381,63246,1797
8722,461,417,344,158584,1745
8723,77,71,200,15400,939
8724,334,287,359,119906,1770
8725,122,77,400,48800,1937
8726,278,242,328,91184,1654
8727,437,453,283,123671,1297
8728,261,218,288,75168,1321
8729,31,56,394,12214,2003
8730,20,37,218,4360,1043
8731,440,462,280,123200,1387
8732,323,367,264,85272,1315
8733,118,161,307,36226,1505
8734,373,337,399,148827,1992
8735,155,158,293,45415,1489
8736,428,477,333,142524,1605
8737,272,227,338,91936,1701
8738,174,133,383,66642,1934
8739,250,239,297,74250,1416
8740,109,142,278,30302,1348
8741,395,441,254,100330,1209
8742,9,13,261,2349,1242
8743,249,203,207,51543,1045
8744,145,134,396,57420,1890
8745,436,396,372,162192,1777
8746,57,57,310,17670,1562
8747,493,503,385,189805,1806
8748,381,337,325,123825,1572
8749,105,90,341,35805,1588
8750,392,355,322,126224,1548
8751,251,253,320,80320,1546
8752,485,438,349,169265,1760
8753,306,347,369,112914,1725
8754,144,147,237,34128,1108
8755,313,274,202,63226,999
8756,25,22,391,9775,1894
8757,85,41,246,20910,1216
8758,263,299,231,60753,1076
8759,69,24,346,23874,1765
8760,360,333,297,106920,1494
8761,396,392,283,112068,1299
8762,413,445,285,117705,1441
8763,471,498,365,171915,1734
8764,193,177,365,70445,1711
8765,189,188,252,47628,1251
8766,257,224,315,80955,1471
8767,247,294,272,67184,1285
8768,216,196,206,44496,953
8769,344,317,276,94944,1394
8770,198,164,300,59400,1530
8771,371,410,272,100912,1379
8772,348,300,306,106488,1491
8773,478,503,284,135752,1352
8774,444,494,249,110556,1139
8775,92,121,296,27232,1474
8776,407,429,256,104192,1193
8777,272,231,267,72624,1249
8778,78,38,319,24882,1500
8779,160,204,267,42720,1324
8780,103,59,220,22660,1114
8781,40,48,313,12520,1524
8782,263,220,360,94680,1772
8783,78,92,389,30342,1944
8784,379,405,396,150084,1887
8785,360,365,376,135360,1887
8786,259,266,265,68635,1227
8787,144,176,371,53424,1769
8788,181,167,304,55024,1510
8789,495,488,232,114840,1105
8790,233,194,352,82016,1797
8791,284,301,368,104512,1746
8792,345,312,242,83490,1185
8793,224,219,392,87808,1841
8794,368,347,214,78752,998
8795,476,433,277,131852,1298
8796,448,498,304,136192,1542
8797,215,207,237,50955,1165
8798,340,383,340,115600,1620
8799,280,300,326,91280,1534
8800,306,260,251,76806,1201
8801,407,427,240,97680,1093
8802,355,376,242,85910,1097
8803,324,288,392,127008,1901
8804,142,129,232,32944,1123
8805,39,34,269,10491,1234
8806,166,167,257,42662,1270
8807,132,176,355,46860,1812
8808,64,42,279,17856,1326
8809,224,217,252,56448,1160
8810,13,-35,217,2821,990
8811,267,224,200,53400,930
8812,35,19,322,11270,1525
8813,406,423,313,127078,1537
8814,432,425,201,86832,1025
8815,17,0,251,4267,1239
8816,69,68,286,19734,1321
8817,199,158,258,51342,1208
8818,478,502,283,135274,1349
8819,208,202,267,55536,1264
8820,83,112,355,29465,1717
8821,432,478,274,118368,1260
8822,140,183,287,40180,1323
8823,406,439,328,133168,1679
8824,444,444,285,126540,1451
8825,79,36,222,17538,1117
8826,158,205,384,60672,1841
8827,384,342,351,134784,1736
8828,458,432,285,130530,1321
8829,215,228,221,47515,1080
8830,204,164,259,52836,1205
8831,355,346,243,86265,1177
8832,32,57,243,7776,1239
8833,311,278,231,71841,1098
8834,224,231,253,56672,1275
8835,350,316,367,128450,1814
8836,460,505,303,139380,1397
8837,15,26,210,3150,1013
8838,497,519,314,156058,1586
8839,233,218,257,59881,1224
8840,86,85,261,22446,1251
8841,387,437,241,93267,1150
8842,267,291,400,106800,1886
8843,484,518,272,131648,1372
8844,113,77,369,41697,1849
8845,283,314,357,101031,1814
8846,84,123,392,32928,1932
8847,391,385,234,91494,1056
8848,84,70,358,30072,1737
8849,291,282,355,103305,1810
8850,418,451,398,166364,1896
8851,99,75,215,21285,1088
8852,326,360,263,85738,1225
8853,411,425,210,86310,1064
8854,151,177,364,54964,1716
8855,180,220,253,45540,1214
8856,424,406,231,97944,1089
8857,456,503,397,181032,1920
8858,94,100,257,24158,1169
8859,121,169,284,34364,1439
8860,125,85,345,43125,1633
8861,71,79,255,18105,1249
8862,35,34,251,8785,1247
8863,281,291,251,70531,1254
8864,87,90,290,25230,1405
8865,118,119,371,43778,1759
8866,102,108,299,30498,1460
8867,106,120,259,27454,1204
8868,200,245,394,78800,1984
8869,315,338,367,115605,1809
8870,162,182,310,50220,1516
8871,257,215,318,81726,1498
8872,406,364,348,141288,1772
8873,240,236,241,57840,1238
8874,273,261,349,95277,1771
8875,90,135,289,26010,1368
8876,449,487,262,117638,1241
8877,77,57,209,16093,1075
8878,204,171,283,57732,1452
8879,190,173,259,49210,1215
8880,427,471,248,105896,1247
8881,181,190,270,48870,1265
8882,471,457,311,146481,1476
8883,384,409,240,92160,1139
8884,93,135,342,31806,1715
8885,460,482,367,168820,1806
8886,288,306,244,70272,1186
8887,185,164,353,65305,1734
8888,421,468,364,153244,1722
8889,158,188,283,44714,1323
8890,129,93,243,31347,1101
8891,389,431,305,118645,1454
8892,459,494,347,159273,1752
8893,475,457,262,124450,1297
8894,434,482,381,165354,1941
8895,438,443,396,173448,1930
8896,311,279,273,84903,1294
8897,5,17,400,2000,1964
8898,73,50,281,20513,1362
8899,59,83,326,19234,1586
8900,231,254,203,46893,1016
8901,103,78,388,39964,1902
8902,288,281,385,110880,1934
8903,11,-29,253,2783,1299
8904,324,299,328,106272,1531
8905,52,84,206,10712,930
8906,415,433,244,101260,1246
8907,393,443,203,79779,916
8908,422,442,220,92840,1088
8909,167,143,367,61289,1773
8910,482,448,391,188462,1865
8911,390,395,240,93600,1217
8912,482,502,371,178822,1791
8913,277,293,325,90025,1566
8914,446,399,280,124880,1377
8915,492,458,200,98400,906
8916,362,406,349,126338,1770
8917,342,392,240,82080,1101
8918,367,417,228,83676,1113
8919,395,428,297,117315,1498
8920,287,269,306,87822,1523
8921,196,215,360,70560,1712
8922,137,87,330,45210,1556
8923,200,202,256,51200,1204
8924,481,464,350,168350,1687
8925,238,248,213,50694,983
8926,56,33,360,20160,1824
8927,488,487,346,168848,1635
8928,304,351,383,116432,1941
8929,132,157,330,43560,1547
8930,259,218,288,74592,1448
8931,308,353,246,75768,1207
8932,14,28,278,3892,1382
8933,126,77,264,33264,1259
8934,401,355,201,80601,1005
8935,36,76,220,7920,984
8936,425,470,261,110925,1217
8937,227,186,314,71278,1477
8938,31,37,311,9641,1460
8939,388,362,268,103984,1339
8940,373,382,299,111527,1532
8941,156,123,351,54756,1660
8942,46,59,239,10994,1211
8943,24,31,347,8328,1630
8944,10,10,390,3900,1970
8945,363,366,204,74052,939
8946,248,214,231,57288,1100
8947,142,110,357,50694,1712
8948,104,55,263,27352,1304
8949,490,441,275,134750,1263
8950,329,369,298,98042,1380
8951,250,206,271,67750,1340
8952,348,310,207,72036,921
8953,40,70,227,9080,1113
8954,323,358,341,110143,1739
8955,349,330,325,113425,1629
8956,460,473,370,170200,1783
8957,266,240,329,87514,1612
8958,193,218,385,74305,1835
8959,390,373,203,79170,1044
8960,452,473,349,157748,1721
8961,95,118,399,37905,2013
8962,160,183,247,39520,1204
8963,408,367,394,160752,1939
8964,277,312,311,86147,1440
8965,83,103,230,19090,1039
8966,289,239,265,76585,1294
8967,478,478,295,141010,1505
8968,399,426,320,127680,1593
8969,475,436,225,106875,1029
8970,406,422,307,124642,1441
8971,260,287,314,81640,1480
8972,441,469,305,134505,1461
8973,291,285,294,85554,1407
8974,264,272,242,63888,1182
8975,252,285,286,72072,1354
8976,232,258,300,69600,1457
8977,256,294,348,89088,1688
8978,317,351,247,78299,1140
8979,66,98,294,19404,1457
8980,423,444,266,112518,1291
8981,291,242,265,77115,1283
8982,277,258,268,74236,1306
8983,71,102,354,25134,1723
8984,20,27,314,6280,1538
8985,95,120,229,21755,1116
8986,8,37,340,2720,1740
8987,266,267,237,63042,1219
8988,289,304,369,106641,1829
8989,494,494,394,194636,1933
8990,120,167,376,45120,1863
8991,428,429,304,130112,1402
8992,35,46,365,12775,1736
8993,319,291,209,66671,1034
8994,119,90,201,23919,1005
8995,77,124,302,23254,1543
8996,324,370,397,128628,2011
8997,336,382,355,119280,1721
8998,437,480,322,140714,1583
8999,410,370,229,93890,1058
9000,158,142,308,48664,1437
9001,440,414,292,128480,1469
9002,392,437,359,140728,1709
9003,129,158,381,49149,1889
9004,1,-42,206,206,1055
9005,163,189,202,32926,968
9006,216,238,354,76464,1785
9007,322,292,342,110124,1698
9008,289,316,357,103173,1770
9009,146,189,345,50370,1765
9010,228,212,296,67488,1364
9011,245,238,383,93835,1809
9012,409,431,269,110021,1371
9013,479,456,241,115439,1222
9014,346,306,213,73698,1027
9015,377,413,202,76154,967
9016,183,185,333,60939,1667
9017,242,224,283,68486,1378
9018,392,376,326,127792,1559
9019,58,11,256,14848,1171
9020,22,-23,288,6336,1344
9021,281,254,395,110995,2012
9022,161,187,251,40411,1227
9023,102,150,285,29070,1328
9024,263,259,246,64698,1144
9025,114,82,221,25194,1099
9026,348,356,397,138156,1978
9027,413,365,227,93751,1048
9028,103,120,344,35432,1708
9029,474,456,281,133194,1335
9030,201,215,267,53667,1304
9031,58,61,385,22330,1903
9032,149,128,299,44551,1439
9033,449,444,355,159395,1678
9034,371,407,227,84217,1168
9035,340,381,374,127160,1901
9036,259,212,248,64232,1247
9037,254,245,344,87376,1743
9038,445,476,349,155305,1688
9039,385,384,355,136675,1692
9040,155,170,235,36425,1156
9041,488,489,373,182024,1772
9042,100,61,328,32800,1661
9043,398,383,213,84774,967
9044,26,67,377,9802,1917
9045,329,332,233,76657,1105
9046,312,299,238,74256,1213
9047,244,228,374,91256,1777
9048,360,323,285,102600,1325
9049,241,259,362,87242,1796
9050,215,261,391,84065,1933
9051,12,43,341,4092,1654
9052,131,117,351,45981,1787
9053,488,468,332,162016,1573
9054,301,347,265,79765,1335
9055,437,462,308,134596,1448
9056,258,221,303,78174,1404
9057,262,277,245,64190,1220
9058,208,248,378,78624,1816
9059,162,115,331,53622,1606
9060,118,151,375,44250,1808
9061,170,200,263,44710,1281
9062,22,69,248,5456,1167
9063,390,381,224,87360,1093
9064,55,23,399,21945,1899
9065,412,406,200,82400,1007
9066,410,385,289,118490,1414
9067,36,28,209,7524,926
9068,309,336,274,84666,1265
9069,114,79,210,23940,935
9070,282,298,251,70782,1195
9071,153,197,340,52020,1631
9072,430,381,372,159960,1886
9073,329,346,400,131600,1926
9074,265,254,297,78705,1372
9075,4,-36,335,1340,1714
9076,231,203,243,56133,1099
9077,246,255,225,55350,1075
9078,153,115,272,41616,1345
9079,76,66,316,24016,1492
9080,265,277,240,63600,1105
9081,69,62,313,21597,1451
9082,66,87,331,21846,1666
9083,106,125,235,24910,1139
9084,364,335,308,112112,1491
9085,494,466,209,103246,1062
9086,246,240,309,76014,1507
9087,165,143,290,47850,1471
9088,161,162,211,33971,948
9089,489,489,248,121272,1130
9090,3,-18,264,792,1208
9091,179,179,288,51552,1329
9092,123,164,248,30504,1249
9093,43,36,312,13416,1498
9094,473,438,373,176429,1877
9095,232,210,237,54984,1182
9096,169,189,288,48672,1357
9097,121,133,238,28798,1150
9098,8,2,239,1912,1183
9099,302,333,229,69158,1172
9100,31,-2,278,8618,1420
9101,227,201,359,81493,1768
9102,228,237,395,90060,1947
9103,372,340,261,97092,1323
9104,205,194,266,54530,1214
9105,50,32,206,10300,953
9106,141,173,222,31302,1017
9107,177,214,289,51153,1425
9108,483,531,298,143934,1462
9109,383,357,271,103793,1274
9110,304,302,267,81168,1351
9111,79,85,375,29625,1756
9112,15,22,297,4455,1418
9113,270,315,319,86130,1626
9114,480,514,204,97920,982
9115,98,99,341,33418,1586
9116,351,397,350,122850,1690
9117,105,91,389,40845,1935
9118,368,329,295,108560,1425
9119,291,332,379,110289,1822
9120,197,171,254,50038,1167
9121,91,85,285,25935,1307
9122,313,278,223,69799,1118
9123,182,204,326,59332,1546
9124,456,471,244,111264,1187
9125,282,319,269,75858,1263
9126,235,239,224,52640,1102
9127,255,240,201,51255,897
9128,189,186,345,65205,1659
9129,444,488,364,161616,1761
9130,329,351,284,93436,1413
9131,257,211,293,75301,1450
9132,394,367,345,135930,1637
9133,327,331,321,104967,1607
9134,143,95,325,46475,1621
9135,294,257,273,80262,1334
9136,371,354,398,147658,2010
9137,436,464,228,99408,1077
9138,268,293,343,91924,1620
9139,430,479,214,92020,1044
9140,388,359,221,85748,1087
9141,200,230,297,59400,1493
9142,93,70,316,29388,1569
9143,94,122,359,33746,1732
9144,102,144,213,21726,990
9145,204,174,358,73032,1772
9146,342,384,255,87210,1205
9147,272,228,221,60112,1073
9148,429,476,385,165165,1924
9149,402,378,378,151956,1808
9150,372,364,372,138384,1759
9151,319,322,288,91872,1341
9152,385,368,294,113190,1477
9153,164,148,233,38212,1126
9154,430,427,219,94170,1032
9155,380,398,246,93480,1190
9156,305,282,332,101260,1589
9157,346,337,202,69892,1005
9158,36,16,224,8064,1119
9159,466,418,253,117898,1284
9160,127,168,309,39243,1459
9161,435,454,391,170085,1984
9162,85,62,369,31365,1852
9163,60,43,204,12240,900
9164,203,153,254,51562,1244
9165,186,165,324,60264,1610
9166,433,421,249,107817,1169
9167,94,56,262,24628,1258
9168,164,209,252,41328,1259
9169,214,262,294,62916,1459
9170,170,138,283,48110,1407
9171,256,283,241,61696,1230
9172,419,411,357,149583,1731
9173,388,418,244,94672,1204
9174,401,408,375,150375,1894
9175,125,101,204,25500,1007
9176,340,343,373,126820,1888
9177,497,546,241,119777,1098
9178,178,211,261,46458,1207
9179,168,192,377,63336,1862
9180,300,319,340,102000,1639
9181,234,213,298,69732,1477
9182,341,355,262,89342,1349
9183,266,316,229,60914,1152
9184,318,340,390,124020,1921
9185,302,291,368,111136,1730
9186,228,272,241,54948,1132
9187,225,263,314,70650,1512
9188,77,27,203,15631,924
9189,259,281,262,67858,1262
9190,119,87,293,34867,1373
9191,303,320,292,88476,1467
9192,360,312,261,93960,1241
9193,76,115,383,29108,1808
9194,474,515,328,155472,1659
9195,1,28,273,273,1299
9196,59,79,236,13924,1108
9197,101,149,269,27169,1229
9198,184,200,245,45080,1167
9199,67,67,350,23450,1751
9200,188,203,299,56212,1443
9201,117,111,380,44460,1867
9202,228,190,336,76608,1686
9203,390,387,279,108810,1392
9204,268,222,383,102644,1840
9205,198,199,301,59598,1407
9206,30,-5,332,9960,1618
9207,412,448,346,142552,1646
9208,145,130,298,43210,1389
9209,12,-5,250,3000,1218
9210,392,401,282,110544,1368
9211,277,255,280,77560,1345
9212,121,161,290,35090,1363
9213,241,225,267,64347,1218
9214,106,135,310,32860,1575
9215,125,174,297,37125,1410
9216,71,36,241,17111,1153
9217,134,182,379,50786,1825
9218,32,46,330,10560,1676
9219,313,277,369,115497,1808
9220,448,492,262,117376,1344
9221,224,212,395,88480,1879
9222,360,405,213,76680,983
9223,19,16,206,3914,1012
9224,477,462,381,181737,1828
9225,342,343,380,129960,1889
9226,4,53,393,1572,1870
9227,395,386,249,98355,1233
9228,318,331,290,92220,1389
9229,158,123,269,42502,1345
9230,396,387,365,144540,1804
9231,375,326,349,130875,1754
9232,419,468,261,109359,1323
9233,258,240,349,90042,1754
9234,389,437,383,148987,1943
9235,84,108,367,30828,1741
9236,325,305,321,104325,1518
9237,116,76,298,34568,1415
9238,29,16,280,8120,1316
9239,211,219,276,58236,1330
9240,254,267,200,50800,970
9241,489,517,257,125673,1300
9242,196,231,218,42728,1003
9243,333,343,276,91908,1290
9244,300,322,352,105600,1784
9245,282,298,399,112518,1920
9246,246,225,201,49446,885
9247,205,173,252,51660,1234
9248,114,138,220,25080,1019
9249,10,0,325,3250,1656
9250,195,210,372,72540,1896
9251,97,86,398,38606,2026
9252,63,98,335,21105,1688
9253,486,445,220,106920,1127
9254,106,155,356,37736,1722
9255,227,205,236,53572,1168
